							Drilling Data									
							Noblige-1									



DEPTH	TVD	ROP_AVG	WOB_AVG	TORQUE_AVG	TORQUE_MIN	TORQUE_MAX	BIT_RPM	FLOWIN	FLOWOUT	PUMP_AVG	MWIN	MWOUT	MTIN	MTOUT	PITTOT	TBR
mMDRT	mTVDRT	m/hr	klbs	kft.lb	kft.lb	kft.lb	rpm	gal/min	gal/min	psi	sg	sg	degC	degC	bbls	

2135	2134.96	56.5	19.7	2.6	1.5	5	233	1127	0	2348	1.03	1.03	25.1	29.2	2678.9	177867
2136	2135.96	51.3	18.5	2.3	1.9	3.7	232	1127	0	2377	1.03	1.03	25.1	29.2	2678.6	178146
2137	2136.96	63.6	22.1	2.6	2.4	4.2	231	1125	0	2442	1.03	1.03	25.1	29.2	2679.5	178366
2138	2137.96	80.5	23	2.8	2	4.2	231	1124	0	2421	1.03	1.03	25.1	29.2	2678	178531
2139	2138.96	77.3	23.8	2.5	2.1	3.9	232	1123	0	2407	1.03	1.03	25.1	29.2	2678.1	178697
2140	2139.96	80	26.3	2.7	2.1	4.5	232	1124	0	2428	1.03	1.03	25	29.2	2676.2	178877
2141	2140.96	94.4	17.6	2.6	2.4	3.9	232	1127	0	2415	1.03	1.03	25	29.2	2678.9	179024
2142	2141.96	120.9	22.2	2.8	2.6	4.2	231	1124	0	2445	1.03	1.03	25	29.2	2677.9	179147
2143	2142.96	88.7	20.5	2.4	2.1	3.8	232	1126	0	2395	1.03	1.03	25	29.2	2675.5	179313
2144	2143.96	58.2	18.8	2.1	1.6	3.4	234	1127	0	2376	1.03	1.03	25	29.2	2673.2	179550
2145	2144.96	85.4	18.8	2.5	2.2	3.9	232	1126	0	2404	1.03	1.03	25	29.2	2662.9	179689
2146	2145.96	95.2	22.2	2.7	2.4	4.2	232	1128	0	2380	1.03	1.03	25	29.2	2643.3	179832
2147	2146.96	94.3	25.9	2.7	2.5	4.1	231	1128	0	2379	1.03	1.03	25	29.2	2627.6	179974
2148	2147.96	94.8	24.8	2.6	2.1	4.1	232	1130	0	2347	1.03	1.03	25.1	29.2	2623.3	180144
2149	2148.96	86.9	15	2.4	1.8	3.7	236	1152	0	2421	1.03	1.03	25.1	29.2	2621.2	180313
2150	2149.96	96.3	20.9	2.6	2.1	4.7	234	1149	0	2449	1.03	1.03	25	29.2	2621.9	180453
2151	2150.96	75.2	26.5	2.8	2.3	4.7	234	1147	0	2426	1.03	1.03	25	29.2	2624.7	180640
2152	2151.96	45.5	26.5	2.8	1.8	5.2	235	1150	0	2401	1.03	1.03	25.1	29.2	2623.4	180956
2153	2152.96	54.1	25	2.9	2	4.7	235	1151	0	2237	1.03	1.03	25	29.2	2620.9	181198
2154	2153.96	47.7	26.2	2.7	2.2	4.6	238	1175	0	1991	1.03	1.03	25.1	29.2	2620.7	181495
2155	2154.96	59.6	24.9	2.7	2	5	239	1175	0	2048	1.03	1.03	25	29.2	2619.7	181729
2156	2155.96	45.1	21.1	2.2	1.9	3.7	239	1172	0	2260	1.03	1.03	25.1	29.2	2592	182043
2157	2156.96	51.4	19.4	2.4	2	4.4	237	1161	0	2371	1.03	1.03	25.1	29.2	2570.9	182288
2158	2157.96	93.6	18.8	2.4	2.1	4	236	1156	0	2395	1.03	1.03	25.1	29.2	2568	182509
2159	2158.96	54.9	25.2	2.9	1.3	7.1	235	1155	0	2439	1.03	1.03	25.1	29.2	2570	182776
2160	2159.96	30.7	11.5	2.4	1.2	4.9	238	1161	0	2413	1.03	1.03	25.1	29.2	2574.9	183285
2161	2160.96	25.1	9.8	2.1	0	3.9	236	1149	0	2506	1.03	1.03	25.1	29.2	2575.3	183840
2162	2161.96	99	19.7	2.7	2.3	4.8	231	1134	0	2488	1.03	1.03	25.1	29.2	2573.5	183982
2163	2162.96	98.3	23.1	2.9	2.4	4.7	230	1133	0	2476	1.03	1.03	25.1	29.2	2571.4	184109
2164	2163.96	109.6	20.1	2.6	2.3	4.2	230	1133	0	2476	1.03	1.03	25.1	29.2	2568.1	184239
2165	2164.96	119.9	23.3	3	2.7	4.5	229	1132	0	2479	1.03	1.03	25.1	29.2	2571.7	184350
2166	2165.96	104	27.4	2.6	2.1	4.5	230	1133	0	2437	1.03	1.03	25.1	29.1	2574.3	184484
2167	2166.96	86.6	17.6	2.6	2.4	4.1	231	1136	0	2466	1.03	1.03	25.1	29.1	2570.1	184634
2168	2167.96	134.3	21.9	2.8	2.4	4.4	230	1133	0	2496	1.03	1.03	25.1	29.1	2573.8	184734
2169	2168.96	142.6	23.8	2.8	2.5	4.4	230	1132	0	2499	1.03	1.03	25.1	29.1	2572.4	184833
2170	2169.96	136.4	24.8	2.9	2.6	4.5	229	1129	0	2500	1.03	1.03	25.1	29.1	2573.7	184936
2171	2170.96	142.9	29.2	3.1	2.5	5	229	1130	0	2524	1.03	1.03	25.1	29.2	2569.4	185028
2172	2171.96	161.1	32.1	3.4	1.9	5.4	230	1129	0	2500	1.03	1.03	25	29.2	2566.4	185119
2173	2172.96	136.8	28.7	3	2.6	4.5	229	1129	0	2498	1.03	1.03	25.1	29.2	2568.8	185222
2174	2173.96	85.9	20.6	2.4	2	4.6	231	1133	0	2430	1.03	1.03	25.1	29.2	2574.4	185387
2175	2174.96	91.3	18.4	2.5	2.2	3.9	231	1134	0	2441	1.03	1.03	25.1	29.2	2562.7	185529
2176	2175.96	107.1	23.5	2.7	2.4	4.6	230	1136	0	2420	1.03	1.03	25.1	29.2	2535.4	185660
2177	2176.96	121.9	24.7	2.8	2.5	4.2	230	1138	0	2425	1.03	1.03	25.1	29.2	2516.5	185782
2178	2177.96	109.4	24.3	3	2.4	4.4	230	1138	0	2426	1.03	1.03	25.1	29.2	2501.1	185913
2179	2178.96	252.8	27.6	3.4	1.5	5.1	232	1137	0	2403	1.03	1.03	25.1	29.2	2490.6	186024
2180	2179.96	111.5	23.3	2.6	2.4	4.5	231	1139	0	2384	1.03	1.03	25.1	29.2	2496.7	186177
2181	2180.96	100.1	22.1	2.8	2.5	4.1	231	1139	0	2438	1.03	1.03	25.1	29.2	2496.7	186300
2182	2181.96	116.4	23.1	2.7	2.3	4.2	231	1138	0	2417	1.03	1.03	25.1	29.1	2497.7	186415
2183	2182.96	113.7	21.6	2.6	2.3	4.3	231	1137	0	2400	1.03	1.03	25.1	29.1	2504.2	186546
2184	2183.96	124.9	21.8	2.6	2.3	3.9	231	1137	0	2397	1.03	1.03	25.1	29.1	2493.6	186665
2185	2184.96	113	19.4	2.5	2.1	4.1	231	1140	0	2370	1.03	1.03	25.2	29.2	2471.8	186792
2186	2185.96	108.1	18	2.4	2	3.8	232	1137	0	2352	1.03	1.03	25.1	29.2	2446.6	186927
2187	2186.96	92.4	19.9	2.6	2.1	4.7	233	1155	0	1983	1.03	1.03	25.2	29.1	2427.4	187086
2188	2187.96	67.9	24.1	2.9	1.7	5.4	233	1156	0	2032	1.03	1.03	25.2	29.1	2426.7	187288
2189	2188.96	44.7	16.1	2.1	1.6	3.1	235	1158	0	1981	1.03	1.03	25.2	29.1	2543.1	187608
2190	2189.96	35.8	10.9	1.9	1.3	3.7	235	1151	0	2165	1.03	1.03	25.2	29.1	2725.6	188011
2191	2190.96	49.5	14.7	2.5	2.2	3.9	235	1142	0	2512	1.03	1.03	23.7	29.1	2725.1	188309
2192	2191.96	89.2	15.4	2.5	2.1	4.1	235	1141	0	2489	1.03	1.03	23.7	29.1	2729.8	188465
2193	2192.96	91.6	23.1	2.5	2.1	4	236	1144	0	2444	1.03	1.03	24.3	29.1	2727.6	188634
2194	2193.96	63.2	16.2	2.4	1.8	3.8	237	1146	0	2446	1.03	1.03	24.3	29.1	2726.8	188847
2195	2194.96	91.6	21.4	2.6	2.4	4	235	1142	0	2493	1.03	1.03	23.8	29.1	2722.2	188996
2196	2195.96	87.8	26.3	2.5	2.2	4.2	235	1140	0	2505	1.03	1.03	24	29.1	2723.3	189172
2197	2196.96	70.7	23.5	2.8	2.3	4.2	234	1141	0	2517	1.03	1.03	23.9	29.1	2723.3	189391
2198	2197.96	100.9	22.9	2.6	2.3	4.1	235	1140	0	2492	1.03	1.03	24.3	29.1	2723	189520
2199	2198.96	106.5	23.7	2.6	2.4	3.9	235	1140	0	2510	1.03	1.03	24.4	29.1	2723	189660
2200	2199.96	111.3	23	2.7	2.5	3.9	235	1141	0	2508	1.03	1.03	24.3	29.1	2725.3	189805
2201	2200.96	117	21.9	2.6	2.3	4	235	1140	0	2497	1.03	1.03	24.2	29.1	2725.1	189903
2202	2201.96	109.2	23.6	2.6	2.3	4	235	1140	0	2514	1.03	1.03	22.3	29.1	2709	190047
2203	2202.96	77.2	20.5	2.4	2	4.2	236	1141	0	2452	1.03	1.03	23.6	29.1	2689.7	190247
2204	2203.96	81.6	21.9	2.7	2.4	4.1	235	1145	0	2435	1.03	1.03	24.6	29.1	2670.2	190407
2205	2204.96	78.8	23	2.5	2.2	4.1	236	1145	0	2425	1.03	1.03	24.2	29.1	2653.6	190576
2206	2205.96	87.1	23.1	2.6	2.4	3.9	236	1147	0	2409	1.03	1.03	24.4	29.1	2654.1	190749
2207	2206.96	67.2	21.4	2.3	1.8	4.8	237	1149	0	2432	1.03	1.03	24.5	29.1	2657.5	190993
2208	2207.96	68.3	23.4	2.7	2.3	4.1	236	1153	0	2467	1.03	1.03	24.5	29.1	2655.5	191174
2209	2208.96	78.6	26.2	2.8	1.3	6.5	237	1152	0	2419	1.03	1.03	24.4	29.1	2652.6	191363
2210	2209.96	53.2	22.2	2.5	2.2	3.9	237	1156	0	2418	1.03	1.03	24.6	29.1	2653.1	191612
2211	2210.96	57.9	18.4	2.4	2.1	3.8	240	1177	0	2013	1.03	1.03	24.3	29.1	2632.3	191876
2212	2211.96	46.8	20.6	2.2	1.9	4	240	1175	0	2029	1.03	1.03	24.4	29.1	2610.4	192223
2213	2212.96	65.5	21.4	2.6	2.3	4.1	239	1172	0	2132	1.03	1.03	24.3	29.1	2594	192391
2214	2213.96	83.9	18	2.6	2.3	4.5	238	1163	0	2318	1.03	1.03	24.5	29.1	2593.4	192561
2215	2214.96	46.6	17	2	1.4	3.8	240	1158	0	2381	1.03	1.03	24.1	29.1	2592.7	192911
2216	2215.96	52.2	13.5	2.2	2	3.7	238	1156	0	2438	1.03	1.03	24.4	29.1	2593.4	193133
2217	2216.96	80.9	24.3	2.5	1.7	4.6	238	1153	0	2460	1.03	1.03	24.4	29.1	2593.7	193295
2218	2217.96	63.6	12.8	2	1.6	3.4	238	1154	0	2456	1.03	1.03	24.3	29.1	2602.6	193537
2219	2218.96	34.6	15.9	2.3	1.5	3.9	237	1145	0	2590	1.03	1.03	24.5	29.1	2625.1	193983
2220	2219.96	50.4	18.1	2.4	2.1	3.9	236	1158	0	2571	1.03	1.03	24.6	29.1	2629	194255
2221	2220.96	89.5	24.1	2.7	2.4	4.3	234	1156	0	2582	1.03	1.03	24.6	29	2635	194408
2222	2221.96	77.3	26.6	2.6	2.2	4.4	235	1155	0	2574	1.03	1.03	24.6	29	2637.7	194587
2223	2222.96	100.1	24.9	2.7	2.4	4.3	236	1157	0	2514	1.03	1.03	24.6	29	2637.8	194733
2224	2223.96	108.6	25.3	2.7	2.2	4.6	237	1159	0	2519	1.03	1.03	24.6	29	2639.5	194871
2225	2224.96	106.9	29.5	2.9	2.4	4.5	235	1156	0	2586	1.03	1.03	24.6	29	2642.2	194996
2226	2225.96	100.3	28.3	2.9	2.1	5	235	1154	0	2601	1.03	1.03	24.6	29	2646.1	195138
2227	2226.96	95.8	28.3	2.8	2.2	4.6	236	1154	0	2588	1.03	1.03	24.6	29	2649	195279
2228	2227.96	94.8	28.9	2.8	2.3	4.9	236	1154	0	2576	1.03	1.03	24.6	29	2654.1	195428
2229	2228.96	90	30.4	2.5	1.7	5.8	237	1154	0	2570	1.03	1.03	24.6	29	2652.1	195589
2230	2229.96	54.2	25.9	2.6	1.4	4.8	237	1155	0	2560	1.03	1.03	24.6	29	2640.6	195854
2231	2230.96	85.7	23.4	2.6	2.2	4.2	237	1157	0	2529	1.03	1.03	24.6	29	2625.9	196004
2232	2231.96	71.4	26.2	2.4	1.8	4.7	238	1159	0	2500	1.03	1.03	24.6	29	2623	196201
2233	2232.96	51.7	27	2.3	1.6	4.6	239	1161	0	2471	1.03	1.03	24.6	29.1	2627.9	196467
2234	2233.96	62.4	24.4	2.5	2.2	3.9	237	1159	0	2499	1.03	1.03	24.7	29	2636.5	196704
2235	2234.96	72.3	28.2	2.8	1.5	5.4	238	1158	0	2483	1.03	1.03	24.7	29	2638.1	196881
2236	2235.96	61.2	30.7	2.6	1.7	5.1	238	1158	0	2481	1.03	1.03	24.7	29	2644.4	197118
2237	2236.96	66.4	25.9	2.5	2.3	3.9	237	1161	0	2490	1.03	1.03	24.8	29	2645.5	197316
2238	2237.96	75.4	27.6	2.5	1.7	4.7	240	1178	0	2083	1.03	1.03	24.7	29	2656.5	197495
2239	2238.96	53.4	27.7	2.5	1.2	5.1	237	1151	0	2023	1.03	1.03	24.8	29	2655.6	197800
2240	2239.96	58.2	26.7	2.4	1.5	4.8	238	1158	0	2177	1.03	1.03	24.7	29	2661.5	198018
2241	2240.96	64.4	21.4	2.2	1.7	3.8	238	1149	0	2318	1.03	1.03	24.8	29	2647.9	198247
2242	2241.96	59.3	22.6	2.5	1.7	4.3	237	1145	0	2382	1.03	1.03	24.7	29	2631.8	198459
2243	2242.96	73.2	22.6	2.4	1.9	3.9	236	1143	0	2407	1.03	1.03	24.8	29	2621.9	198636
2244	2243.96	81.2	26.8	2.6	1.9	4.8	235	1141	0	2459	1.03	1.03	24.7	29	2624.6	198804
2245	2244.96	62.4	17.1	2.2	0.6	4.7	237	1143	0	2385	1.03	1.03	24.8	29	2633.9	199044
2246	2245.96	62.5	12.9	2	1.6	3.5	237	1143	0	2383	1.03	1.03	24.8	29	2645.5	199273
2247	2246.96	28	11.7	1.9	1.3	4.1	238	1145	0	2416	1.03	1.03	24.8	29	2677.2	199886
2248	2247.96	30.7	17.1	2.4	1.5	4	235	1135	0	2581	1.03	1.03	24.8	29	2715	200251
2249	2248.96	12.7	4.7	1.8	0.7	3.5	237	1142	0	2425	1.03	1.03	24.8	29	2721	201880
2250	2249.96	41.6	19.6	2.3	1.8	3.7	231	1148	0	2513	1.03	1.03	25	29	2721	202183
2251	2250.96	73.1	21.5	2.3	2	4.2	231	1146	0	2538	1.03	1.03	24.7	29	2723.4	202360
2252	2251.96	71.3	19.4	2.3	1.9	3.4	231	1146	0	2512	1.03	1.03	24.9	29	2722.8	202560
2253	2252.96	70.9	25.1	2.3	1.8	3.9	231	1147	0	2484	1.03	1.03	24.8	29	2723.9	202776
2254	2253.96	65.2	27.1	2.7	1.9	4.8	230	1147	0	2508	1.03	1.03	24.9	29	2721.9	202945
2255	2254.96	48.3	14.9	1.8	1.3	3.1	234	1155	0	2490	1.03	1.03	24.9	29	2721.2	203243
2256	2255.96	56	20	2.2	1.9	3.8	232	1153	0	2536	1.03	1.03	25.1	29	2723.7	203464
2257	2256.96	62.5	16.1	2	1.8	3.3	233	1153	0	2510	1.03	1.03	24.8	29	2721.9	203712
2258	2257.96	64	16.3	2	1.7	3.4	233	1153	0	2505	1.03	1.03	24.7	29	2724.9	203944
2259	2258.96	66.4	17.2	2.1	1.7	3.4	232	1152	0	2527	1.03	1.03	24.6	29	2723.7	204160
2260	2259.96	65.6	20.5	2.2	1.7	3.6	232	1152	0	2546	1.03	1.03	24.5	29	2725	204365
2261	2260.96	51.2	21.2	2.2	1.9	3.5	231	1151	0	2535	1.03	1.03	24.4	29	2725.4	204674
2262	2261.96	48.1	19.3	2	1.7	3.5	233	1153	0	2526	1.03	1.03	24.3	29	2725.9	204987
2263	2262.96	40.5	18.7	2.1	1.7	3.5	233	1153	0	2526	1.03	1.03	24.4	29	2725.3	205304
2264	2263.96	42	16	1.9	1.6	3.1	233	1154	0	2508	1.03	1.03	24.5	29	2694.5	205618
2265	2264.96	48.3	17.6	2.1	1.8	3.4	233	1155	0	2470	1.03	1.03	24.3	29	2653	205917
2266	2265.96	44.8	19.3	2.1	1.8	3.6	233	1159	0	2445	1.03	1.03	24.3	29	2653.8	206239
2267	2266.96	41.4	19.7	2.2	1.7	3.6	233	1157	0	2468	1.03	1.03	24.2	29	2653.9	206564
2268	2267.96	41	19.7	2.2	1.6	3.8	233	1157	0	2473	1.03	1.03	24.3	29	2653.9	206902
2269	2268.96	49.3	25.4	2.2	1.7	4.3	232	1157	0	2468	1.03	1.03	24.5	29	2655.7	207177
2270	2269.96	56.9	22.3	2.3	1.9	3.6	234	1175	0	2072	1.03	1.03	24.7	29	2655	207410
2271	2270.96	42.3	27.4	2.5	1.8	4.6	234	1177	0	2114	1.03	1.03	24.7	29	2655.4	207773
2272	2271.96	38.4	21.5	2	1.7	3.5	235	1167	0	2335	1.03	1.03	24.8	29	2633	208155
2273	2272.96	45.5	20	2.1	1.8	3.7	233	1160	0	2427	1.03	1.03	25.1	29	2603.2	208459
2274	2273.96	39.6	18.5	2.1	1.7	3.7	234	1160	0	2427	1.03	1.03	24.8	29	2601.5	208797
2275	2274.96	47	17.4	2.1	1.6	3.8	233	1159	0	2457	1.03	1.03	25	29	2603.7	209073
2276	2275.96	44	17	2.1	1.9	4	233	1158	0	2468	1.03	1.03	24.9	29	2605.1	209394
2277	2276.96	56	22.5	2.7	1.4	4.6	233	1157	0	2481	1.03	1.03	24.9	29	2605.7	209638
2278	2277.96	43.7	21.4	2.4	1.4	4	233	1154	0	2558	1.03	1.03	24.9	29	2610.9	209983
2279	2278.96	37.7	10.3	2.1	0	4.2	231	1128	0	2439	1.03	1.03	24.9	29	2609.3	210399
2280	2279.96	39.6	25.4	2.3	1.8	3.7	231	1118	0	2435	1.03	1.03	25.1	29	2610.1	210736
2281	2280.96	39.3	21.2	2.3	2	4	230	1120	0	2418	1.03	1.03	25.1	29	2610.2	211221
2282	2281.96	24.3	18.4	1.8	1.5	3.1	232	1122	0	2394	1.03	1.03	24.9	29	2614.2	211881
2283	2282.96	33	25.4	2.4	1.9	3.9	235	1153	0	2603	1.03	1.03	24.8	29	2611	212271
2284	2283.96	47.9	29.5	2.5	2.2	4.1	234	1152	0	2595	1.03	1.03	24.9	29	2611	212541
2285	2284.96	54.4	25.6	2.4	1.8	3.8	235	1153	0	2570	1.03	1.03	25	29	2616.7	212818
2286	2285.96	44.5	27.2	2.3	1.8	3.9	235	1152	0	2566	1.03	1.03	25.2	29	2614.6	213138
2287	2286.96	49.8	23.4	2.6	2	4.3	234	1153	0	2572	1.03	1.03	25.1	28.9	2615.7	213408
2288	2287.96	54.2	26.3	2.5	2.3	4.2	234	1152	0	2571	1.03	1.03	24.9	29	2614.2	213661
2289	2288.96	47.7	29.5	2.6	2.1	4.5	234	1152	0	2602	1.03	1.03	25.2	29	2613.4	213929
2290	2289.96	34	19	2.2	1.8	3.8	236	1155	0	2535	1.03	1.03	25.2	29	2614.4	214395
2291	2290.96	34.4	16.3	2.2	1.9	3.7	235	1156	0	2529	1.03	1.03	25.2	29	2616.6	214890
2292	2291.96	54	21.6	2.5	2.3	3.7	235	1155	0	2560	1.03	1.03	25.3	29	2593.6	215188
2293	2292.96	63.2	22.5	2.5	2.2	4.1	235	1158	0	2514	1.03	1.03	25.4	29	2589.7	215423
2294	2293.96	53.8	18.7	2.3	1.8	3.9	236	1157	0	2505	1.03	1.03	25	29	2591.6	215701
2295	2294.96	59.7	24.3	2.6	2.2	4	235	1156	0	2531	1.03	1.03	25.1	29	2594.5	215924
2296	2295.96	60.2	21	2.3	1.9	4.1	236	1157	0	2502	1.03	1.03	25.3	29	2593.4	216159
2297	2296.96	51	18.7	2.2	1.8	3.7	236	1159	0	2472	1.03	1.03	25.1	29	2591.6	216458
2298	2297.96	68.7	22.4	2.6	2.3	4	235	1158	0	2510	1.03	1.03	25.1	29	2590	216626
2299	2298.96	67	25.1	2.5	2.1	4.3	236	1166	0	2209	1.03	1.03	25.8	29	2592.9	216854
2300	2299.96	46.7	23.9	2.4	2	4	238	1177	0	2240	1.03	1.03	25.3	29	2592.2	217155
2301	2300.96	42.2	19.1	2.3	2	3.7	236	1162	0	2458	1.03	1.03	25.3	28.9	2591.2	217501
2302	2301.96	63.9	21.6	2.5	2.1	4.4	235	1159	0	2515	1.03	1.03	25.4	28.9	2590.7	217673
2303	2302.96	56.6	19.8	2.3	2	4	237	1165	0	2513	1.03	1.03	25.1	29	2579.1	217937
2304	2303.96	49.3	21.6	2.3	1.7	3.9	236	1160	0	2486	1.03	1.03	25	29	2545.4	218200
2305	2304.96	46.3	17	2.3	1.9	3.6	236	1158	0	2487	1.03	1.03	25.1	29	2536.3	218499
2306	2305.96	36.6	24.2	2.2	1.8	4.1	236	1157	0	2517	1.03	1.03	25.2	29	2538.2	218875
2307	2306.96	49.7	21.1	2.5	2.2	4	235	1157	0	2547	1.03	1.03	25.1	29	2536.2	219177
2308	2307.96	58.8	23.5	2.6	2	5.4	235	1155	0	2560	1.03	1.03	25.2	29	2537.5	219419
2309	2308.96	33.2	26.1	2.4	2.1	4.5	231	1144	0	2552	1.03	1.03	25.5	29	2534.5	219848
2310	2309.96	35.1	22	2.4	2	4.3	230	1139	0	2540	1.03	1.03	25.7	28.9	2533.7	220231
2311	2310.96	41	23	2.5	2.1	3.9	230	1141	0	2526	1.03	1.03	25.7	28.9	2531.6	220545
2312	2311.96	59.7	18.8	2.4	2	4.1	230	1141	0	2542	1.03	1.03	25.7	28.9	2534	220787
2313	2312.96	28.1	15.1	1.9	1.4	3.3	234	1158	0	2538	1.03	1.03	25.6	28.9	2532.9	221330
2314	2313.96	62.5	23.1	2.7	2.2	4.6	231	1154	0	2613	1.03	1.03	25.6	28.9	2533.9	221589
2315	2314.95	72.9	30	2.7	2.2	4.7	231	1150	0	2622	1.03	1.03	25.6	28.9	2530.8	221765
2316	2315.95	38.9	15.2	2.2	1.7	3.6	234	1156	0	2547	1.03	1.03	25.7	28.9	2535.9	222161
2317	2316.95	47.2	22.9	2.6	2.4	4.1	232	1154	0	2604	1.03	1.03	25.6	28.9	2533.4	222431
2318	2317.95	65.7	28	2.8	2.5	5.1	231	1152	0	2644	1.03	1.03	25.6	28.9	2534.4	222620
2319	2318.95	44.7	17.1	2.2	1.7	4	233	1156	0	2563	1.03	1.03	25.5	28.9	2534.1	222933
2320	2319.95	36.8	20	2.2	1.8	3.7	233	1156	0	2569	1.03	1.03	25.1	28.9	2534	223308
2321	2320.95	27.3	20.1	2.3	1.8	4.1	233	1156	0	2569	1.03	1.03	25	28.9	2534.3	223865
2322	2321.95	39.4	21.6	2.6	2.3	4.4	231	1155	0	2581	1.03	1.03	25	28.9	2528.9	224204
2323	2322.95	54.1	20.8	2.6	2.4	4.6	231	1154	0	2588	1.03	1.03	25	28.9	2495.2	224477
2324	2323.95	43.8	22.2	2.6	2.1	4.2	230	1148	0	2552	1.03	1.03	25	28.9	2488.5	224769
2325	2324.95	33.8	19.2	2.3	2	3.9	231	1148	0	2557	1.03	1.03	25	28.9	2484.7	225186
2326	2325.95	49.3	21.7	2.8	2.3	4.7	231	1153	0	2625	1.03	1.03	25.1	28.9	2484.1	225448
2327	2326.95	35	20.7	2.6	2	4.7	232	1154	0	2600	1.03	1.03	25.1	28.9	2483.5	225867
2328	2327.95	29.5	22.7	2.7	2.2	4.5	231	1152	0	2652	1.03	1.03	25	28.9	2482.8	226344
2329	2328.95	21.9	16	2.1	1.7	4	233	1156	0	2547	1.03	1.03	25.2	29	2474.1	227011
2330	2329.95	35.7	26.2	2.5	2	4.3	231	1154	0	2594	1.03	1.03	24.9	28.9	2482.3	227362
2331	2330.95	19.8	34	2.8	2.4	4.3	230	1150	0	2655	1.03	1.03	24.9	28.9	2488	228235
2332	2331.95	19.8	34.2	2.8	2.2	4.7	231	1152	0	2605	1.03	1.03	24.8	28.9	2448.1	228907
2333	2332.95	12.4	35.3	2.5	2.2	4.4	231	1151	0	2553	1.03	1.03	24.7	28.9	2441.6	230275
2334	2333.95	13.1	33.6	2.5	2.2	4.2	231	1152	0	2579	1.03	1.03	24.9	28.9	2442.3	231291
2335	2334.95	14.3	40.6	2.6	2.1	4.4	230	1145	0	2649	1.03	1.03	24.7	28.9	2443.6	232192
2336	2335.95	13.3	38.3	2.7	2.3	4.7	230	1148	0	2566	1.03	1.03	24.9	28.9	2443.8	233205
2337	2336.95	13.1	35.7	2.8	2.3	4.7	231	1153	0	2575	1.03	1.03	24.8	28.9	2442.5	234173
2338	2337.95	79.2	4.7	1.6	1.4	2.3	235	1140	0	2412	1.03	1.03	25.6	28.9	2441.1	234529
2339	2338.95	48.3	23.1	2.3	1.8	3.8	233	1138	0	2483	1.03	1.03	25.4	28.9	2440	235117
2340	2339.95	14.1	33.8	2.3	2	4	234	1139	0	2490	1.03	1.03	25.5	28.9	2426.4	236214
2341	2340.95	14.2	27.6	2	1.7	3.8	235	1139	0	2463	1.03	1.03	25.5	28.9	2437	237248
2342	2341.95	21.4	33.2	2.5	2.1	4.4	233	1138	0	2519	1.03	1.03	25.5	28.9	2440.1	237894
2343	2342.95	22.1	27.4	2.1	1.8	3.6	235	1140	0	2471	1.03	1.03	25.6	28.9	2439.8	238498
2344	2343.95	17.6	28.5	2.1	1.8	3.6	235	1144	0	2488	1.03	1.03	25.7	28.9	2437.9	239359
2345	2344.95	16.8	28.5	2.1	1.8	3.8	236	1148	0	2492	1.03	1.03	25.8	28.9	2438.4	240158
2346	2345.95	17.8	28.3	2.1	1.8	3.7	236	1147	0	2487	1.03	1.03	25.6	28.9	2435.2	240847
2347	2346.95	18.2	31.3	2.1	1.9	3.9	236	1150	0	2521	1.03	1.03	25.6	28.9	2436.3	241581
2348	2347.95	19.3	27.9	2.1	1.7	3.7	237	1153	0	2524	1.03	1.03	25.6	28.8	2435	242317
2349	2348.95	27.6	37.3	2.4	2	4.2	234	1147	0	2539	1.03	1.03	25.6	28.8	2437.5	242791
2350	2349.95	20.6	33.6	2.2	2	3.9	236	1151	0	2522	1.03	1.03	25.6	28.8	2408.7	243555
2351	2350.95	17.2	31.2	2	1.7	3.5	237	1153	0	2526	1.03	1.03	25.6	28.9	2389.6	244397
2352	2351.95	19.5	35.5	2.3	2	3.9	236	1151	0	2556	1.03	1.03	25.4	28.8	2386.2	245108
2353	2352.95	20.2	31.6	2.3	2	3.7	237	1153	0	2535	1.03	1.03	25.5	28.8	2386.7	245841
2354	2353.95	19.3	30.2	2.2	1.9	3.7	236	1146	0	2606	1.03	1.03	25.1	28.8	2389.2	246472
2355	2354.95	20.9	29.7	2.1	1.7	3.6	237	1154	0	2521	1.03	1.03	25.4	28.8	2393.2	247171
2356	2355.95	21.3	34.6	2.4	2.2	4.2	236	1153	0	2561	1.03	1.03	25.1	28.8	2402.5	247934
2357	2356.95	24.3	34.8	2.4	2.2	3.9	236	1154	0	2556	1.03	1.03	25.3	28.8	2395.8	248508
2358	2357.95	22.6	33.2	2.2	1.9	3.7	237	1153	0	2555	1.03	1.03	25.2	28.8	2396.7	249184
2359	2358.95	13.5	37.5	2.3	2.1	4	236	1152	0	2540	1.03	1.03	25.3	28.8	2402.7	250450
2360	2359.95	11.3	32.6	2.2	1.8	3.7	237	1154	0	2524	1.03	1.03	25.3	28.8	2399.8	251658
2361	2360.95	18.8	28.4	2.2	2	3.5	237	1154	0	2531	1.03	1.03	25.2	28.8	2402.2	252411
2362	2361.95	25.2	33.1	2.2	1.9	3.7	237	1152	0	2530	1.03	1.03	25.4	28.8	2401.2	252986
2363	2362.95	21.7	33.8	2.4	2.1	3.9	236	1153	0	2548	1.03	1.03	25.3	28.8	2403.1	253623
2364	2363.95	40.2	35.4	2.2	1.9	3.8	237	1153	0	2535	1.03	1.03	25.4	28.8	2403	254170
